id_ies,nome,tipo_instituicao,rede,situacao_funcionamento,id_municipio,sigla_uf
3184,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE RORAIMA",Pública,Federal,Ativa,1400100,RR
3185,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE SAO VICENTE DO SUL,Pública,Federal,Ativa,4319802,RS
3186,FACULDADE DE SAO ROQUE,Privada,Privada,Ativa,3550605,SP
3187,INSTITUTO SUPERIOR DE EDUCACAO CORACAO DE JESUS,Privada,Privada,Ativa,3169406,MG
3188,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",Pública,Federal,Ativa,3143302,MG
3189,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS",Pública,Federal,Ativa,3106200,MG
3190,INSTITUTO SUPERIOR DE EDUCACAO DE GARCA,Privada,Privada,Ativa,3516705,SP
3191,INSTITUTO SUPERIOR DE EDUCACAO DE SANTA CATARINA,Privada,Privada,Ativa,4209102,SC
3192,INSTITUTO SUPERIOR DE EDUCACAO DE CAJAZEIRAS,Privada,Privada,Ativa,2503704,PB
3193,FACULDADES INTEGRADAS DOS CAMPOS GERAIS,Privada,Privada,Ativa,4119905,PR
3194,FACULDADE DE MINAS BH,Privada,Privada,Ativa,3106200,MG
3195,FACULDADE VILA RICA,Privada,Privada,Inativa,5108600,MT
3196,FACULDADE PONTES E LACERDA,Privada,Privada,Inativa,5106752,MT
3197,FACULDADES DO PARECIS,Privada,Privada,Inativa,5107958,MT
3198,FACULDADE DE CIENCIAS HUMANAS DE IVAIPORA,Privada,Privada,Ativa,4111506,PR
3199,FANESF FACULDADE NACIONAL DE ENSINO SUPERIOR DA FAZENDA RIO GRANDE,Privada,Privada,Inativa,4107652,PR
3200,FANPINHAIS FACULDADE NACIONAL DE PINHAIS,Privada,Privada,Inativa,4119152,PR
3201,FACULDADE DE EDUCACAO E ENSINO SUPERIOR DO ABRANCHES,Privada,Privada,Inativa,4106902,PR
3202,FACULDADES AUGUSTUS,Privada,Privada,Inativa,3156700,MG
3203,INSTITUTO SUPERIOR DE EDUCACAO ALBERT EINSTEIN,Privada,Privada,Ativa,5300108,DF
3204,FACULDADE DE QUATRO MARCOS,Privada,Privada,Ativa,5107107,MT
3205,FACULDADE DE CIENCIAS BIOLOGICAS E DA SAUDE,Privada,Privada,Ativa,3171303,MG
3206,INSTITUTO DO SABER,Privada,Privada,Inativa,4205407,SC
3207,FACULDADES DE CAFELANDIA,Privada,Privada,Inativa,4103453,PR
3208,FACULDADE AMERICA DO SUL,Privada,Privada,Inativa,3550308,SP
3209,FACULDADE DE ARACATUBA,Privada,Privada,Ativa,3502804,SP
3210,INSTITUTO EDUCACIONAL EVANGELICO DE ARAPONGAS,Privada,Privada,Inativa,4101507,PR
3211,FACDIPAR FACULDADE DE DIREITO DO PARANA,Privada,Privada,Inativa,4106902,PR
3212,INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER,Privada,Privada,Inativa,4314100,RS
3213,AFIMA,Privada,Privada,Inativa,3303302,RJ
3214,FACULDADE EUROPEU DO RIO DE JANEIRO,Privada,Privada,Inativa,3304557,RJ
3215,FACULDADE ENTRE RIOS DO PIAUI,Privada,Privada,Ativa,2211001,PI
3216,FACULDADE DE CIENCIAS DA BAHIA FACIBA,Privada,Privada,Ativa,2927408,BA
3217,FACULDADE DE ENSINO SUPERIOR DO BRASIL,Privada,Privada,Inativa,2207702,PI
3218,FACULDADE DE CIENCIAS DA SAUDE DE PORTO ALEGRE,Privada,Privada,Inativa,4314902,RS
3219,FACULDADE EVANGELICA DE INDAIATUBA,Privada,Privada,Inativa,3520509,SP
3220,INSTITUTO NACIONAL DE EDUCACAO SUPERIOR DE EDUCACAO E CULTURA INESC,Privada,Privada,Inativa,5300108,DF
3221,FACULDADE DE ODONTOLOGIA DE MACAPA,Privada,Privada,Inativa,1600303,AP
3222,FACULDADE DE ODONTOLOGIA DE FORTALEZA,Privada,Privada,Inativa,2304400,CE
3223,ESCOLA SUPERIOR DE CIENCIAS DA SAUDE,Pública,Estadual,Ativa,5300108,DF
3224,FACULDADE DE FARMACIA E BIOQUIMICA,Privada,Privada,Ativa,1702109,TO
3225,FACULDADE DE ENFERMAGEM,Privada,Privada,Ativa,1702109,TO
3226,FACULDADE DE MEDICINA,Privada,Privada,Ativa,1702109,TO
3227,FACULDADE DE SISTEMA DE INFORMACAO,Privada,Privada,Ativa,1702109,TO
3228,FACULDADE DE ADMINISTRACAO,Privada,Privada,Ativa,1702109,TO
3229,FACULDADE DE TURISMO DE DUQUE DE CAXIAS,Privada,Privada,Inativa,3301702,RJ
3230,FACULDADE LUIZ EDUARDO MAGALHAES,Privada,Privada,Ativa,2919553,BA
3231,INSTITUTO SUPERIOR DE EDUCACAO PADRE ANCHIETA,Privada,Privada,Inativa,3525904,SP
3232,FACULDADE IGUACU,Privada,Privada,Ativa,4104501,PR
3233,FACULDADE AMERICA DO SUL,Privada,Privada,Inativa,4113700,PR
3234,URN FACULDADE DE ALAGOINHAS,Privada,Privada,Inativa,2929008,BA
3235,INSTITUTO SUPERIOR DE EDUCACAO JOAO PAULO PRIMEIRO,Privada,Privada,Inativa,3550308,SP
3236,INSITUTO DE TEOLOGIA DA DIOCESE DE SANTO ANDRE,Privada,Privada,Inativa,3547809,SP
3237,FACULDADE SENAC DE ADMINISTRACAO E NEGOCIOS,Privada,Privada,Inativa,3550308,SP
3238,FACULDADE DE ODONTOLOGIA,Privada,Privada,Ativa,1702109,TO
3239,INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL SUL CATARINENSE S C LTDA,Privada,Privada,Inativa,4217709,SC
3240,INSTITUTO SUPERIOR DE EDUCACAO DE JUIZ DE FORA,Privada,Privada,Inativa,3136702,MG
3241,FACULDADE NACIONAL DE EDUCACAO E ENSINO SUPERIOR DO BRASIL,Privada,Privada,Inativa,2905701,BA
3242,FACULDADE DE TECNOLOGIA E GESTAO,Privada,Privada,Ativa,4104808,PR
3243,FACULDADE NACIONAL CAMPO LARGO,Privada,Privada,Inativa,4104204,PR
3244,FACULDADE DE GUARAPARI,Privada,Privada,Inativa,3202405,ES
3245,FACULDADE DE SENADOR CANEDO,Privada,Privada,Inativa,5220454,GO
3246,FACULDADE DE LINHARES,Privada,Privada,Inativa,3203205,ES
3247,FACULDADE VITORIA DO ESPIRITO SANTO,Privada,Privada,Inativa,3205309,ES
3248,FACULDADE DE DOMINGOS MARTINS,Privada,Privada,Inativa,3201902,ES
3249,FACULDADE PADRAO,Privada,Privada,Inativa,5208707,GO
3250,FACULDADE DE MORRINHOS,Privada,Privada,Inativa,5213806,GO
3251,FACULDADE DE VILA VELHA,Privada,Privada,Inativa,3205200,ES
3252,FACULDADE QUIRINOPOLIS,Privada,Privada,Ativa,5218508,GO
3253,FACULDADE COSTA ESMERALDA ITAPEMA,Privada,Privada,Inativa,4208302,SC
3254,FACULDADE DE EDUCACAO E TEOLOGIA VIVA FATEV,Pública,Federal,Inativa,2208007,PI
3255,FACULDADE INPG,Privada,Privada,Inativa,3550308,SP
3256,INSTITUTO SUPERIOR DE ECOLOGIA HUMANA E DESENVOLVIMENTO SUSTENTAVEL ISEDS,Privada,Privada,Inativa,3304557,RJ
3257,FAESSF FACULDADE DE ENSINO SUPERIOR SANTA FELICIDADE,Privada,Privada,Inativa,4100400,PR
3258,FACULDADE DE DIREITO DE RESENDE,Privada,Privada,Inativa,3304201,RJ
3259,FACULDADES DO ICESP,Privada,Privada,Inativa,5300108,DF
3260,FACULDADE PRINCESA,Privada,Privada,Inativa,2910800,BA
3261,FACULDADE DE EDUCACAO E ENSINO SUPERIOR INTEGRAL,Privada,Privada,Inativa,4125506,PR
3262,FACULDADE DOM BOSCO DE GUARANIACU,Privada,Privada,Inativa,4109302,PR
3263,FACULDADE YVERDUN BRASILIA,Privada,Privada,Inativa,5300108,DF
3265,FACULDADE BATISTA IDA NELSON,Privada,Privada,Inativa,1302603,AM
3266,UNIDADE VOCACIONAL CIDADES UVC,Privada,Privada,Inativa,2304400,CE
3267,FACULDADE TADEU ARGOLO,Privada,Privada,Inativa,2900702,BA
3268,FACULDADE MADRE THAIS,Privada,Privada,Ativa,2913606,BA
3269,FACULDADE DE JUAZEIRO DO NORTE,Privada,Privada,Inativa,2307304,CE
3270,FACULDADE SAO BENTO DA BAHIA,Privada,Privada,Ativa,2927408,BA
3271,FACULDADE QUASAR,Privada,Privada,Inativa,5218805,GO
3272,FACULDADE DE DIREITO DE PETROLINA,Privada,Privada,Inativa,2611101,PE
3273,FACULDADE DO RECIFE,Privada,Privada,Inativa,2611606,PE
3274,FACULDADE PSICOLOGIA,Privada,Privada,Inativa,2919207,BA
3275,FACULDADE JURIDICA DE SALVADOR,Privada,Privada,Inativa,2927408,BA
3276,FACULDADE FORTALEZA,Privada,Privada,Inativa,2304400,CE
3277,FACULDADE DE TECNOLOGIA PREVE,Privada,Privada,Ativa,3506003,SP
3278,FACULDADE DE TECNOLOGIA MARTINUS,Privada,Privada,Ativa,4106902,PR
3279,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",Pública,Federal,Ativa,3136702,MG
3280,FACULDADE SAO JOSE,Privada,Privada,Inativa,4112108,PR
3281,FACULDADE DO DESENVOLVIMENTO DE FEIRA DE SANTANA,Privada,Privada,Inativa,2910800,BA
3282,FACULDADE PONTAL DO PARANAPANEMA,Privada,Privada,Ativa,3541406,SP
3283,INSTITUTO BRASILEIRO DE ZOOTECNOLOGIA,Privada,Privada,Inativa,4205407,SC
3284,ESCOLA SUPERIOR DE ADMINISTRACAO E NEGOCIOS,Privada,Privada,Inativa,3557105,SP
3285,FACULDADE SANTO ANTONIO,Privada,Privada,Ativa,2900702,BA
3286,FACULDADE DE MARABA,Privada,Privada,Inativa,1504208,PA
3287,FACULDADE DA ASSEDIPA,Privada,Privada,Inativa,3131307,MG
3288,FACULDADE GENESIS FAGEN,Privada,Privada,Inativa,3143302,MG
3289,FACULDADE DE CIENCIAS ADMINISTRATIVAS E CONTABEIS COSTA BRAGA,Privada,Privada,Inativa,3550308,SP
3290,INSTITUTO SUPERIOR DE EDUCACAO DOS INCONFIDENTES,Privada,Privada,Ativa,3131901,MG
3291,FACULDADE DUARTE COELHO,Privada,Privada,Inativa,2609600,PE
3292,INSTITUTO SUPERIOR DE EDUCACAO DE CAETE,Privada,Privada,Inativa,3106200,MG
3293,FACULDADE DE TECNOLOGIA DIAMANTE,Privada,Privada,Ativa,3550308,SP
3294,FACULDADE DE TECNOLOGIA ENIACFAPI,Privada,Privada,Ativa,3518800,SP
3295,FACULDADE DE TECNOLOGIA SENAC FLORIANOPOLIS,Privada,Privada,Ativa,4205407,SC
3296,FACULDADE DE TECNOLOGIA SENAC RIO,Privada,Privada,Ativa,3304557,RJ
3297,CENTRO DE EDUCACAO TECNOLOGICA CHRISTUS,Privada,Privada,Ativa,2304400,CE
3298,FACULDADE DE TECNOLOGIA CAMOES,Privada,Privada,Ativa,4106902,PR
3299,FACULDADE DE TECNOLOGIA INFORMATICA,Privada,Privada,Ativa,2304400,CE
3300,FACULDADE DE TECNOLOGIA MICHEL,Privada,Privada,Ativa,4204608,SC
3301,FACULDADE DE TECNOLOGIA MAGISTER,Privada,Privada,Ativa,3550308,SP
3302,FACULDADE DE JUNQUEIROPOLIS,Privada,Privada,Ativa,3526001,SP
3303,FACULDADES INTEGRADAS MATOGROSSENSES DE CIENCIAS SOCIAIS E HUMANAS,Privada,Privada,Ativa,5103403,MT
3304,FACULDADES INTEGRADAS DE PATOS,Privada,Privada,Ativa,2510808,PB
3305,FACULDADE PITAGORAS DE PSICOLOGIA,Privada,Privada,Ativa,3143302,MG
3306,FACULDADE DE TECNOLOGIA IPUC,Privada,Privada,Ativa,4304606,RS
3307,FACULDADE INED DE RIO CLARO,Privada,Privada,Ativa,3543907,SP
3308,FACULDADE DE TECNOLOGIA TERMOMECANICA,Privada,Privada,Ativa,3548708,SP
3309,FACULDADE DE TECNOLOGIA INTERNACIONAL,Privada,Privada,Ativa,4106902,PR
3310,FACULDADE DE TECNOLOGIA DA AMAZONIA,Privada,Privada,Ativa,1501402,PA
3311,FACULDADE DE TECNOLOGIA SAO FRANCISCO,Privada,Privada,Ativa,3200904,ES
3312,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE RIO VERDE,Pública,Federal,Ativa,5218805,GO
3313,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE BAMBUI,Pública,Federal,Ativa,3105103,MG
3314,FACULDADE DE CIENCIAS GERENCIAIS DA FUNCEC,Privada,Privada,Ativa,3115300,MG
3315,INSTITUTO SUPERIOR DE EDUCACAO,Privada,Privada,Ativa,3115300,MG
3316,FACULDADE SUDOESTE PAULISTANO,Privada,Privada,Inativa,3550308,SP
3317,FACULDADE MASTER,Privada,Privada,Inativa,2927408,BA
3318,FACULDADE MASTER,Privada,Privada,Inativa,2900702,BA
3319,FACULDADE DE ENSINO SUPERIOR DE CATALAO,Privada,Privada,Ativa,5205109,GO
3320,INSTITUTO DE TELEMARKETING E SERVICO AO CLIENTE LTDA,Privada,Privada,Inativa,3550308,SP
3321,FACIVALE FACULDADE INTERNACIONAL DO VALE DO IVAI,Privada,Privada,Inativa,4111506,PR
3322,FACULDADE POLITECNICA DE ATIBAIA,Privada,Privada,Inativa,3504107,SP
3323,INSTITUTO DE EDUCACAO E ENSINO SUPERIOR DE CAMPINAS,Privada,Privada,Ativa,3509502,SP
3324,FACULDADE TALENTI,Privada,Privada,Inativa,3304557,RJ
3325,FACULDADE COMUNITARIA DE CONTAGEM,Privada,Privada,Inativa,3118601,MG
3326,CENTRO SUPERIOR DE ESTUDOS JURIDICOS CARLOS DRUMMOND DE ANDRADE,Privada,Privada,Inativa,3550308,SP
3327,UNIPONTE FACULDADE DA MEIA PONTE,Privada,Privada,Inativa,5213806,GO
3328,CENTRO DE ESTUDOS SUPERIORES EM CIENCIAS DA SAUDE,Privada,Privada,Inativa,3304557,RJ
3329,FACULDADE DE DIREITO DE PARA DE MINAS,Privada,Privada,Inativa,3147105,MG
3330,INSTITUTO DE LINGUA PORTUGUESA,Privada,Privada,Inativa,3304557,RJ
3331,FAMOL FACULDADE MONTEIRO LOBATO,Privada,Privada,Inativa,2516201,PB
3332,FACULDADE DE TECNOLOGIA SENAC RIO,Privada,Privada,Ativa,3304557,RJ
3333,FACULDADE DE TECNOLOGIA TECBRASIL,Privada,Privada,Ativa,4305108,RS
3334,FACULDADE DE TECNOLOGIA SAO GONCALO,Privada,Privada,Ativa,3304904,RJ
3335,FACULDADE DE CIENCIAS E LETRAS DO NOROESTE DO PARANA FACIP,Privada,Privada,Inativa,4127205,PR
3336,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Pública,Estadual,Ativa,4314902,RS
3337,FACULDADE DE TECNOLOGIA DE TERESINA,Privada,Privada,Ativa,2211001,PI
3338,INSTITUTO SUPERIOR DE EDUCACAO GETULIO VARGAS,Privada,Privada,Inativa,4308904,RS
3339,FACULDADE DE GETULIO VARGAS,Privada,Privada,Ativa,4308904,RS
3340,FACULDADE DE PAULISTA,Privada,Privada,Inativa,2610707,PE
3341,FACULDADES DE ALTO ARAGUAIA,Privada,Privada,Inativa,5100300,MT
3342,FACULDADE EVANGELICA DE CIENCIA FILOSOFICA E TEOLOGICA DO MARANHAO,Privada,Privada,Inativa,2111300,MA
3343,FACULDADES DO PARECIS FACCIS,Privada,Privada,Inativa,5102637,MT
3344,FACULDADE REGIONAL DE IRECE,Privada,Privada,Inativa,2914604,BA
3345,FACULDADE YVERDON DE GOIANIA,Privada,Privada,Inativa,5208707,GO
3346,FACULDADE YVERDON,Privada,Privada,Inativa,5300108,DF
3347,FACULDADE REGIONAL DE RIBEIRA DO POMBAL,Privada,Privada,Inativa,2926608,BA
3348,FACULDADE REGIONAL DE SERRINHA,Privada,Privada,Inativa,2930501,BA
3349,FACULDADE REGIONAL METROPOLITANA,Privada,Privada,Inativa,2919207,BA
3350,FACULDADE REGIONAL DE ALAGOINHAS,Privada,Privada,Inativa,2900702,BA
3351,INSTITUTO SUPERIOR DO NOROESTE PAULISTA,Privada,Privada,Inativa,3557105,SP
3352,FACULDADE REGIONAL DE SANTO AMARO,Privada,Privada,Inativa,2928604,BA
3353,FACULDADE RECON BAHIA EMPRESARIAL,Privada,Privada,Inativa,2909802,BA
3354,FACULDADE REGIONAL DE ILHEUS,Privada,Privada,Inativa,2913606,BA
3355,FACULDADE REGIONAL DE SAO FELIX,Privada,Privada,Inativa,2929008,BA
3356,INSTITUTO TEOLOGICO DE SANTA CATARINA,Privada,Privada,Inativa,4205407,SC
3357,FACULDADE DO SERTAO,Privada,Privada,Inativa,2910800,BA
3358,FACULDADE CIENTIFICA DA BAHIA,Privada,Privada,Inativa,2919207,BA
3359,FESC FACULDADE DO EXTREMO SUL CATARINENSE,Privada,Privada,Inativa,4217709,SC
3360,INSTITUTO DE EDUCACAO SUPERIOR PRESIDENTE KENNEDY CENTRO DE FORMACAO DE PROFISSIONAIS DE EDUCACAO,Pública,Estadual,Ativa,2408102,RN
3361,INSTITUTO SUPERIOR DE EDUCACAO,Privada,Privada,Inativa,3169406,MG
3362,INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS APLICADAS,Privada,Privada,Inativa,3169406,MG
3363,FACULDADE GUARAI,Privada,Privada,Ativa,1709302,TO
3364,FACULDADE DE ENFERMAGEM DE CARATINGA,Privada,Privada,Ativa,3113404,MG
3365,FACULDADE SAO FRANCISCO DE JUAZEIRO,Privada,Privada,Ativa,2918407,BA
3366,FACULDADE DE CIENCIAS GERENCIAIS DE OLIVEIRA,Privada,Privada,Ativa,3145604,MG
3367,INSTITUTO SUPERIOR DE EDUCACAO DE OLIVEIRA,Privada,Privada,Ativa,3145604,MG
3368,CENTRO UNIVERSITARIO DO SUL DE MINAS,Privada,Privada,Ativa,3170701,MG
3369,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS GEREMARIO DANTAS,Privada,Privada,Inativa,3304557,RJ
3370,ESCOLA DOMINICANA DE TEOLOGIA,Privada,Privada,Inativa,3550308,SP
3371,CENTRO UNIVERSITARIO DE PATOS DE MINAS,Privada,Privada,Ativa,3148004,MG
3372,CENTRO UNIVERSITARIO DE LAVRAS,Privada,Privada,Ativa,3138203,MG
3373,INSTITUTO SUPERIOR DE EDUCACAO DE FORMIGA,Privada,Privada,Ativa,3126109,MG
3374,FACULDADE PAUL SABATIER DE EDUCACAO,Privada,Privada,Inativa,2704302,AL
3375,INSTITUTO DE ENSINO SUPERIOR MULTIPLO,Privada,Privada,Ativa,2112209,MA
3376,FACULDADE DE TEOLOGIA INTEGRADA,Privada,Privada,Ativa,2606804,PE
3377,FACULDADE MONTESSORIANO DE SALVADOR,Privada,Privada,Ativa,2927408,BA
3378,FACULDADE CENECISTA DE RECIFE,Privada,Privada,Inativa,5300108,DF
3379,INSTITUTO DE EDUCACAO SUPERIOR SERRANO IESSER,Privada,Privada,Inativa,5107958,MT
3380,FACULDADE MISSIONEIRA DO PARANA,Privada,Privada,Ativa,4104808,PR
3381,UNITEC FACULDADE TECNOLOGICA E CIENTIFICA DE UNAI,Privada,Privada,Inativa,3170404,MG
3382,ESCOLA SUPERIOR DE ENFERMAGEM E PEDAGOGIA MARIA PASTOR,Privada,Privada,Inativa,2927408,BA
3383,INSTITUTO SUPERIOR DE EDUCACAO SAGRA ISAGRA,Privada,Privada,Inativa,2211001,PI
3384,FACULDADE SAGRA,Privada,Privada,Inativa,2211001,PI
3385,FACULDADE DE DIREITO PROFESSOR PEDRO ALEIXO,Privada,Privada,Inativa,3106705,MG
3386,FACULDADE DE ADMINISTRACAO DE EMPRESAS UNITECH,Privada,Privada,Inativa,3106200,MG
3387,FACULDADE NACIONAL DE JOINVILLE,Privada,Privada,Inativa,4209102,SC
3388,FACULDADE PARAISO DO CEARA,Privada,Privada,Ativa,2307304,CE
3389,FACULDADE RAIZES,Privada,Privada,Ativa,5201108,GO
3390,FACULDADE DE DIREITO DO ICESP,Privada,Privada,Inativa,5300108,DF
3391,INSTITUTO SUPERIOR DE EDUCACAO NOVA VIDA,Privada,Privada,Inativa,2927408,BA
3392,FACULDADE DA ACADEMIA BRASILEIRA DE EDUCACAO E CULTURA,Privada,Privada,Ativa,3304557,RJ
3393,FACULDADE DE ENSINO SUPERIOR DOM BOSCO,Privada,Privada,Ativa,4106407,PR
3394,FACULDADE VALE DO IPIRANGA,Privada,Privada,Ativa,3150802,MG
3395,FACULDADE EDUCIONAL SUL PARANAENSE,Privada,Privada,Inativa,4119301,PR
3396,FACULDADE LS,Privada,Privada,Ativa,5300108,DF
3397,"FACULDADE BOAS NOVAS DE CIENCIAS TEOLOGICAS, SOCIAIS E BIOTECNOLOGICAS",Privada,Privada,Ativa,1302603,AM
3398,FACULDADE DE CIENCIAS DO ESTADO DO CEARA,Privada,Privada,Inativa,2304400,CE
3399,FACULDADE DE TUBARAO,Privada,Privada,Inativa,4218707,SC
3400,FACULDADE DE SAUDE DE SAO PAULO,Privada,Privada,Ativa,3537305,SP
3401,FACULDADE DE ITAPECERICA DA SERRA,Privada,Privada,Inativa,3522208,SP
3402,FACULDADE ANGLICANA DE NEGOCIOS,Privada,Privada,Inativa,4314902,RS
3403,INSTITUTO SUPERIOR DE EDUCACAO RUI BARBOSA ISURB,Privada,Privada,Inativa,2211001,PI
3404,FACULDADE DE FILOSOFIA,Privada,Privada,Inativa,4314902,RS
3405,FACULDADE RUI BARBOSA,Privada,Privada,Inativa,2211001,PI
3406,FACULDADE CANDIDO RONDON,Privada,Privada,Inativa,5107602,MT
3407,IESEMA INSTITUTO SUPERIOR DE EDUCACAO DA MATA ALAGOANA,Privada,Privada,Inativa,2709301,AL
3408,FACULDADE AMAZONIA DE RORAIMA,Privada,Privada,Inativa,1400100,RR
3409,FACULDADE DE CIENCIAS DA SAUDE CRISTO REI,Privada,Privada,Inativa,4106407,PR
3410,INSTITUTO DE EDUCACAO SUPERIOR FATEV,Privada,Privada,Inativa,2208007,PI
3411,FACULDADE ECA DE QUEIROS,Privada,Privada,Ativa,3525003,SP
3412,FACULDADE DO INTERIOR PAULISTA DE TANABI,Privada,Privada,Inativa,3553401,SP
3413,ISEMP INSTITUTO SUPERIOR DE EDUCACAO DA MATA PERNAMBUCANA,Privada,Privada,Inativa,2616407,PE
3414,FACULDADE DO ENTORNO DE BRASILIA FAEB,Privada,Privada,Inativa,5219753,GO
3415,FACULDADE DE TECNOLOGIA DE CAXIAS DO SUL,Privada,Privada,Ativa,4305108,RS
3416,FACULDADE JK DO GAMA,Privada,Privada,Inativa,5300108,DF
3417,FACULDADE DO CENTRO DE SAO PAULO,Privada,Privada,Inativa,3550308,SP
3418,FACULDADE VALE DO CARIRI,Privada,Privada,Inativa,2301901,CE
3419,FACULDADE CHROMOS,Privada,Privada,Inativa,3118601,MG
3420,INSTITUTO SUPERIOR DE EDUCACAO DE CAMPOS GERAIS,Privada,Privada,Ativa,3111606,MG
3421,FACULDADE DE MANDAGUACU,Privada,Privada,Inativa,4115200,PR
3422,FACULDADE TEOLOGICA DE MINAS GERAIS,Privada,Privada,Inativa,3106200,MG
3423,FACULDADE DE ADMINISTRACAO DE NOVO PROGRESSO,Privada,Privada,Inativa,1505031,PA
3424,FACULDADE DE LAGES,Privada,Privada,Inativa,4209300,SC
3425,FACETE FACULDADE DE ARTES CIENCIAS E TECNOLOGIAS DE EUNAPOLIS,Privada,Privada,Inativa,2910727,BA
3426,ESCOLA SUPERIOR DE CIENCIAS TRADICIONAIS E AMBIENTAIS,Privada,Privada,Inativa,4314902,RS
3427,FACULDADE JOSE AUGUSTO VIEIRA,Privada,Privada,Ativa,2803500,SE
3428,FACULDADE ALFA,Privada,Privada,Ativa,3541000,SP
3429,FACULDADE RIO DAS CONTAS FAC RIO,Privada,Privada,Inativa,2918001,BA
3430,"FACULDADE UBERLANDENSE DE NUCLEOS INTEGRADOS DE ENSINO, SERVICO SOCIAL E APRENDIZAGEM",Privada,Privada,Ativa,3170206,MG
3431,FACULDADE DO SERIDO,Privada,Privada,Ativa,2403103,RN
3432,"FACULDADES INTEGRADAS DE CIENCIAS HUMANAS, SAUDE E EDUCACAO DE GUARULHOS",Privada,Privada,Ativa,3518800,SP
3433,INSTITUTO SUPERIOR DE EDUCACAO INTERLAGOS,Privada,Privada,Ativa,3550308,SP
3434,FACULDADE DE SAUDE IBITURUNA,Privada,Privada,Ativa,3143302,MG
3435,INSTITUTO SUPERIOR DE EDUCACAO NORTE MINEIRO,Privada,Privada,Inativa,3155603,MG
3436,FACULDADE DE ARARAQUARA,Privada,Privada,Ativa,3503208,SP
3437,FACULDADE DO LITORAL CATARINENSE,Privada,Privada,Ativa,4202008,SC
3438,FACULDADE MASTER DE PALMAS,Privada,Privada,Inativa,1721000,TO
3439,FACULDADE MASTER DE PARAUAPEBAS,Privada,Privada,Inativa,1505536,PA
3440,FACULDADE MASTER DE SANTAREM,Privada,Privada,Inativa,1506807,PA
3441,FACULDADE MASTER DE MARABA,Privada,Privada,Inativa,1504208,PA
3442,INSTITUTO DE ENSINO ALVARES DE AZEVEDO,Privada,Privada,Inativa,3550308,SP
3443,FACULDADE INEDI,Privada,Privada,Ativa,4303103,RS
3444,FACULDADE DE CIENCIAS BIOLOGICAS E SOCIAIS APLICADAS JEFFERSON JORGE SALOMAO,Privada,Privada,Inativa,5107909,MT
3445,FACULDADE JOAO DO VALE,Privada,Privada,Inativa,2112209,MA
3446,INSTITUTO SUPERIOR DE EDUCACAO JOAO DO VALE,Privada,Privada,Inativa,2112209,MA
3447,FACULDADES SANTAMARIA,Privada,Privada,Inativa,5211909,GO
3448,INSTITUTO SUPERIOR DE EDUCACAO IBITURUNA,Privada,Privada,Ativa,3143302,MG
3449,TRECSON FACULDADE DE CIENCIAS SOCIAIS APLICADAS,Privada,Privada,Inativa,4115200,PR
3450,FACULDADES MASTER,Privada,Privada,Inativa,5201108,GO
3451,INSTITUTO SUPERIOR DE EDUCACAO DO LITORAL CATARINENSE,Privada,Privada,Inativa,4202008,SC
3453,FACULDADE JUSCELINO KUBTSCHEK GUARA,Privada,Privada,Inativa,5300108,DF
3454,FACULDADES LEONEL AGUIAR,Privada,Privada,Inativa,3550308,SP
3455,FACULDADE DE EDUCACAO EXPOVEST,Privada,Privada,Inativa,5208707,GO
3456,FACULDADE POLITECNICA DE CAMPINAS,Privada,Privada,Ativa,3509502,SP
3457,FESC FACULDADE DO EXTREMO SUL CATARINENSE,Privada,Privada,Inativa,4217709,SC
3458,ACADEMIA TEOLOGICA DA GRACA DE DEUS,Privada,Privada,Inativa,3550308,SP
3459,INSTITUTO DE ENSINO SUPERIOR E PESQUISA,Privada,Privada,Ativa,3122306,MG
3460,INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE ITUIUTABA,Privada,Privada,Ativa,3134202,MG
3461,FACULDADE DE FILOSOFIA DE PASSOS,Privada,Privada,Ativa,3147907,MG
3462,FACULDADE DE ENFERMAGEM DE PASSOS,Privada,Privada,Ativa,3147907,MG
3463,FACULDADE DE DIREITO DE PASSOS,Privada,Privada,Ativa,3147907,MG
3464,FACULDADE DE ENGENHARIA DE PASSOS,Privada,Privada,Ativa,3147907,MG
3465,FACULDADE DE INFORMATICA DE PASSOS,Privada,Privada,Ativa,3147907,MG
3466,FACULDADE DE SERVICO SOCIAL DE PASSOS,Privada,Privada,Ativa,3147907,MG
3467,FACULDADE DE NUTRICAO DA FUNDACAO DE ENSINO SUPERIOR DE PASSOS,Privada,Privada,Ativa,3147907,MG
