id_ies,nome,tipo_instituicao,rede,situacao_funcionamento,id_municipio,sigla_uf
1495,FACULDADE UNIAO DE QUEDAS DO IGUACU,Privada,Privada,Ativa,4120903,PR
1496,FACULDADE ESTACIO DE SA DE VILA VELHA,Privada,Privada,Ativa,3205200,ES
1497,FACULDADE DE ADMINISTRACAO DE SANTA CRUZ DO RIO PARDO,Privada,Privada,Ativa,3546405,SP
1498,INSTITUTO DE ENSINO SUPERIOR E FORMACAO AVANCADA DE VITORIA,Privada,Privada,Ativa,3205309,ES
1499,FACULDADE ANHANGUERA DE TABOAO DA SERRA,Privada,Privada,Ativa,3552809,SP
1500,FACULDADE DE ENSINO SUPERIOR DE SAO MIGUEL DO IGUACU,Privada,Privada,Ativa,4125704,PR
1501,FACULDADE LATINO AMERICANA DE EDUCACAO,Privada,Privada,Ativa,2304400,CE
1502,FACULDADE PITAGORAS DE JUNDIAI,Privada,Privada,Ativa,3525904,SP
1503,FACULDADE DOUTOR LEOCADIO JOSE CORREIA,Privada,Privada,Ativa,4106902,PR
1504,FACULDADE MAURICIO DE NASSAU DE MACEIO,Privada,Privada,Ativa,2704302,AL
1505,FACULDADE DE MEDICINA VETERINARIA E ZOOTECNIA,Privada,Privada,Ativa,3516705,SP
1506,INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR,Privada,Privada,Ativa,4208203,SC
1507,FACULDADE PROJECAO DE CEILANDIA,Privada,Privada,Ativa,5300108,DF
1508,FACULDADE METROPOLITANA DE MARINGA,Privada,Privada,Ativa,4115200,PR
1509,FACULDADE ESTACIO DE SA DE BELO HORIZONTE,Privada,Privada,Ativa,3106200,MG
1510,FACULDADE ESTACIO DE SA DE SANTA CATARINA,Privada,Privada,Ativa,4216602,SC
1511,FACULDADE DE ENFERMAGEM DOS CAMPOS GERAIS,Privada,Privada,Ativa,4119905,PR
1512,FACULDADE DE CIENCIA DA EDUCACAO DE LAGES,Privada,Privada,Ativa,4209300,SC
1513,INSTITUTO DE CIENCIAS JURIDICAS E SOCIAIS PROFESSOR CAMILLO FILHO,Privada,Privada,Ativa,2211001,PI
1514,FACULDADE VALE DO CRICARE,Privada,Privada,Ativa,3204906,ES
1515,FACULDADE DE EDUCACAO DE PORTO VELHO,Privada,Privada,Ativa,1100205,RO
1516,FACULDADE DE VINHEDO,Privada,Privada,Ativa,3556701,SP
1517,FACULDADE NOVO ATENEU DE GUARAPUAVA,Privada,Privada,Ativa,4109401,PR
1518,FACULDADE SANTA TEREZINHA,Privada,Privada,Ativa,5300108,DF
1519,FACULDADE DE PATO BRANCO,Privada,Privada,Ativa,4118501,PR
1520,FACULDADE FIA DE ADMINISTRACAO E NEGOCIOS,Privada,Privada,Ativa,3550308,SP
1521,INSTITUTO DE ESTUDOS SUPERIORES DA AMAZONIA,Privada,Privada,Ativa,1501402,PA
1522,FACULDADE DE EDUCACAO DE GUARAPARI,Privada,Privada,Ativa,3202405,ES
1523,FACULDADE DE DIREITO FRANCISCO BELTRAO,Privada,Privada,Ativa,4108403,PR
1524,FACULDADES INTEGRADAS OLGA METTIG,Privada,Privada,Ativa,2927408,BA
1525,FACULDADE DE CIENCIAS CONTABEIS DE AFONSO CLAUDIO,Privada,Privada,Ativa,3200102,ES
1526,FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF,Privada,Privada,Ativa,3550308,SP
1527,FACULDADE TAMOIOS,Privada,Privada,Ativa,3550308,SP
1528,FACULDADE DE CIENCIAS HUMANAS SAO PAULO,Privada,Privada,Ativa,3550308,SP
1529,FACULDADE DE EDUCACAO FISICA DE AMERICANA,Privada,Privada,Ativa,3501608,SP
1530,FACULDADE CENECISTA DE JOINVILLE FACE,Privada,Privada,Ativa,4209102,SC
1531,FACULDADE DE ENFERMAGEM DO PLANALTO CENTRAL,Privada,Privada,Ativa,5300108,DF
1532,"FACULDADE DE FILOSOFIA, CIENCIAS E LETRAS NOSSA SENHORA APARECIDA",Privada,Privada,Ativa,3551702,SP
1533,FACULDADE DE COMUNICACAO SOCIAL,Privada,Privada,Ativa,4209300,SC
1534,"FACULDADE DE CIENCIAS, LETRAS E EDUCACAO DO NOROESTE DO PARANA",Privada,Privada,Ativa,4113502,PR
1535,FACULDADE SAO JUDAS TADEU DE PINHAIS,Privada,Privada,Ativa,4119152,PR
1536,FACULDADE DE TELEMACO BORBA,Privada,Privada,Ativa,4127106,PR
1537,FACULDADE EXPONENCIAL,Privada,Privada,Ativa,4204202,SC
1538,FACULDADE PROJECAO,Privada,Privada,Ativa,5300108,DF
1539,FACULDADE ITALO BRASILEIRA,Pública,Municipal,Ativa,3201308,ES
1540,INSTITUTO DE ENSINO SUPERIOR DE RONDONIA,Privada,Privada,Ativa,1100023,RO
1541,FACULDADE FLAMINGO,Privada,Privada,Ativa,3550308,SP
1542,CENTRO UNIVERSITARIO GERALDO DI BIASE,Privada,Privada,Ativa,3306305,RJ
1543,FACULDADE DE DIREITO DE LINHARES,Privada,Privada,Ativa,3203205,ES
1544,FACULDADE DECISAO,Privada,Privada,Ativa,4205407,SC
1545,INSTITUTO DE EDUCACAO SUPERIOR DE BOITUVA,Privada,Privada,Ativa,3507001,SP
1546,FACULDADE DE EDUCACAO SAO FRANCISCO,Privada,Privada,Ativa,2108207,MA
1547,FACULDADE DE MEDICINA ESTACIO DE JUAZEIRO DO NORTE,Privada,Privada,Ativa,2307304,CE
1548,FACULDADE DE CAMPO GRANDE,Privada,Privada,Ativa,3304557,RJ
1549,FACULDADE PALAS ATENA DE CHOPINZINHO,Privada,Privada,Ativa,4105409,PR
1550,FACULDADE DE EDUCACAO FISICA DE FOZ DO IGUACU,Privada,Privada,Ativa,4108304,PR
1551,FACULDADE FRANCO BRASILEIRO,Privada,Privada,Inativa,3304557,RJ
1552,FACULDADE PIAUIENSE,Privada,Privada,Ativa,2207702,PI
1553,FACULDADE DE ODONTOLOGIA DE SAO JOSE DO RIO PRETO,Privada,Privada,Inativa,3549805,SP
1554,FACULDADES INTEGRADAS DO VALE DO RIBEIRA,Privada,Privada,Ativa,3542602,SP
1555,FACULDADE DE DIREITO DE GUARAPUAVA,Privada,Privada,Ativa,4109401,PR
1556,FACULDADE SETE DE SETEMBRO,Privada,Privada,Ativa,2304400,CE
1557,UNIVERSIDADE FUMEC,Privada,Privada,Ativa,3106200,MG
1558,FACULDADE COMUNITARIA DE JOAO MONLEVADE,Privada,Privada,Ativa,3136207,MG
1559,CENTRO UNIVERSITARIO DO ESPIRITO SANTO,Privada,Privada,Ativa,3201506,ES
1561,FACULDADE ESAMC SOROCABA,Privada,Privada,Ativa,3552205,SP
1562,FACULDADE DE ILHA SOLTEIRA,Privada,Privada,Ativa,3520442,SP
1563,"CENTRO UNIVERSITARIO DA FACULDADE DE SAUDE, CIENCIAS HUMANAS E TECNOLOGICAS DO PIAUI",Privada,Privada,Ativa,2211001,PI
1564,FACULDADE SUL FLUMINENSE,Privada,Privada,Ativa,3306305,RJ
1565,FACULDADE UNIME DE CIENCIAS JURIDICAS,Privada,Privada,Ativa,2919207,BA
1566,FACULDADE DE CIENCIAS GERENCIAIS,Privada,Privada,Ativa,3126109,MG
1567,FACULDADE VIZINHANCA VALE DO IGUACU,Pública,Municipal,Ativa,4107207,PR
1568,FACULDADES INTEGRADAS DE CARATINGA,Privada,Privada,Ativa,3113404,MG
1569,FACULDADES INTEGRADAS DE ARARAQUARA,Privada,Privada,Ativa,3503208,SP
1570,FACULDADE DE CIENCIAS CONTABEIS DE POMBAL,Privada,Privada,Ativa,2512101,PB
1571,FACULDADE UNIME DE CIENCIAS SOCIAIS,Privada,Privada,Ativa,2919207,BA
1572,FACULDADE DE CIENCIAS SOCIAIS APLICADAS,Privada,Privada,Ativa,2915601,BA
1573,FACULDADE ALFREDO NASSER,Privada,Privada,Ativa,5201405,GO
1574,FACULDADE EDUCACIONAL DE MEDIANEIRA,Privada,Privada,Ativa,4115804,PR
1575,CENTRO UNIVERSITARIO DO PLANALTO DE ARAXA,Privada,Privada,Ativa,3104007,MG
1576,INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS,Privada,Privada,Ativa,3205002,ES
1577,FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANA,Privada,Privada,Ativa,4113502,PR
1578,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SULRIOGRANDENSE",Pública,Federal,Ativa,4314407,RS
1579,FACULDADE DE CIENCIAS SOCIAIS DE IBIRACU,Privada,Privada,Ativa,3202504,ES
1580,FACULDADE DE CIENCIAS E EDUCACAO SENA AIRES,Privada,Privada,Ativa,5221858,GO
1581,FACULDADE DA CIDADE DE SANTA LUZIA,Privada,Privada,Ativa,3157807,MG
1582,FACULDADE DECISAO,Privada,Privada,Ativa,2610707,PE
1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA,Pública,Estadual,Ativa,3520509,SP
1584,FACULDADE DE TECNOLOGIA DE GUARATINGUETA,Pública,Estadual,Ativa,3518404,SP
1585,FACULDADE ENERGIA DE ADMINISTRACAO E NEGOCIOS,Privada,Privada,Ativa,4205407,SC
1586,UNIVERSIDADE DO VALE DO SAPUCAI,Privada,Privada,Ativa,3152501,MG
1587,FACULDADES INTEGRADAS DE TANGARA DA SERRA,Privada,Privada,Ativa,5107958,MT
1588,FACULDADE PITAGORAS DE TURISMO E HOTELARIA DE MONTES CLAROS,Privada,Privada,Ativa,3143302,MG
1589,FACULDADE DE CASCAVEL,Privada,Privada,Ativa,4104808,PR
1590,FACULDADE ESTACIO DE SAO LUIS,Privada,Privada,Ativa,2111300,MA
1591,FACULDADE SEAMA,Privada,Privada,Ativa,1600303,AP
1592,FACULDADE DE ODONTOLOGIA DE MANAUS,Privada,Privada,Ativa,1302603,AM
1593,FACULDADE DE PEDAGOGIA DE EUNAPOLIS,Privada,Privada,Ativa,2910727,BA
1594,FACULDADE DE LETRAS DA INSTITUICAO DE ENSINO SUPERIOR DE GOIAS,Privada,Privada,Ativa,5208004,GO
1595,FACULDADE DE LETRAS UNIAO DE ENSINO SUPERIOR CERTO,Privada,Privada,Ativa,5300108,DF
1596,FACULDADE DE CIENCIAS E EDUCACAO DO ESPIRITO SANTO,Privada,Privada,Ativa,3205309,ES
1597,FACULDADE SANTA FE,Privada,Privada,Ativa,2111300,MA
1598,FACULDADE POLITECNICA DE UBERLANDIA,Privada,Privada,Ativa,3170206,MG
1599,INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES,Privada,Privada,Ativa,3162500,MG
1600,INSTITUTO DE CIENCIAS DA SAUDE,Privada,Privada,Ativa,3143302,MG
1601,FACULDADE CIDADE DE COROMANDEL,Privada,Privada,Ativa,3119302,MG
1602,FACULDADE DE CIENCIAS GERENCIAIS DO OESTE DE MINAS,Privada,Privada,Ativa,3122306,MG
1603,FACULDADE DE COMUNICACAO SOCIAL DO OESTE DE MINAS,Privada,Privada,Ativa,3122306,MG
1604,FACULDADE MAGNUN DE EDUCACAO FISICA E ESPORTE,Privada,Privada,Inativa,3106200,MG
1605,FACULDADE DE ADMINISTRACAO DE NOVA ANDRADINA FANOVA,Privada,Privada,Ativa,5006200,MS
1606,FACULDADES INTEGRADAS DE CASSILANDIA,Privada,Privada,Ativa,5002902,MS
1607,FACULDADE LUTERANA SAO MARCOS,Privada,Privada,Ativa,4300604,RS
1608,FACULDADE DE INFORMATICA DE PATOS,Privada,Privada,Ativa,2510808,PB
1609,FACULDADE DOS CERRADOS PIAUIENSES,Privada,Privada,Ativa,2202901,PI
1610,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,Privada,Privada,Ativa,2211001,PI
1611,FACULDADE EDUCACIONAL DE ARAPOTI,Privada,Privada,Ativa,4101606,PR
1612,FACULDADE SUL BRASIL,Privada,Privada,Ativa,4127700,PR
1613,FACULDADE ADVENTISTA PARANAENSE,Privada,Privada,Ativa,4111605,PR
1614,FACULDADE ASTORGA,Privada,Privada,Ativa,4102109,PR
1615,INSTITUTO SUPERIOR DO LITORAL DO PARANA,Privada,Privada,Ativa,4118204,PR
1616,FACULDADE ANGEL VIANNA,Privada,Privada,Ativa,3304557,RJ
1617,FACULDADE DE CIENCIAS ECONOMICAS DA REGIAO CARBONIFERA,Privada,Privada,Ativa,4204608,SC
1618,INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR,Privada,Privada,Ativa,4202404,SC
1619,FACULDADE ERNESTO RISCALI,Privada,Privada,Ativa,3533908,SP
1620,FACULDADE SANTA RITA,Privada,Privada,Ativa,3533502,SP
1621,FACULDADE NETWORK,Privada,Privada,Ativa,3533403,SP
1622,FACULDADE DO INTERIOR PAULISTA,Privada,Privada,Ativa,3505302,SP
1623,FACULDADE DE CIENCIAS AGRARIAS DE ANDRADINA,Privada,Privada,Ativa,3502101,SP
1624,FACULDADE MARECHAL RONDON,Privada,Privada,Ativa,3550100,SP
1625,FACULDADE REUNIDA,Privada,Privada,Ativa,3520442,SP
1626,CENTRO DE TECNOLOGIA E CIENCIA CETEC,Privada,Privada,Ativa,3549904,SP
1627,FACULDADE DE EDUCACAO DE MONTE ALTO,Privada,Privada,Inativa,3531308,SP
1628,FACULDADE DE CIENCIAS HUMANAS DE AGUAI,Privada,Privada,Ativa,3500303,SP
1629,INSTITUTO DE ENSINO SUPERIOR AQUIDAUANENSE,Privada,Privada,Ativa,5001102,MS
1630,FACULDADE ITABIRANA DE DESENVOLVIMENTO DAS CIENCIAS E TECNOLOGIAS,Privada,Privada,Ativa,3131703,MG
1631,FACULDADE PITAGORAS DE FISIOTERAPIA DE MONTES CLAROS,Privada,Privada,Ativa,3143302,MG
1632,FACULDADE PITAGORAS DE LONDRINA,Privada,Privada,Ativa,4113700,PR
1633,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE CUIABA,Pública,Federal,Ativa,5103403,MT
1634,FACULDADE COMUNITARIA DA SERRA,Privada,Privada,Ativa,3205002,ES
1635,FACULDADE DE CIENCIAS DA SAUDE,Privada,Privada,Ativa,3126109,MG
1636,CASTELLI ESCOLA SUPERIOR DE HOTELARIA,Privada,Privada,Ativa,4304408,RS
1637,FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS DE MACEIO,Privada,Privada,Ativa,2704302,AL
1638,FACULDADE DO AMAZONAS,Privada,Privada,Ativa,1302603,AM
1639,FACULDADE HELIO ROCHA,Privada,Privada,Ativa,2927408,BA
1640,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS,Privada,Privada,Ativa,2923803,BA
1641,FACULDADE SOCIAL DA BAHIA,Privada,Privada,Ativa,2927408,BA
1642,FACULDADE DE TECNOLOGIA E CIENCIAS DE ITABUNA,Privada,Privada,Ativa,2914802,BA
1643,FACULDADE ANISIO TEIXEIRA DE FEIRA DE SANTANA,Privada,Privada,Ativa,2910800,BA
1644,FACULDADE UNIME DE EDUCACAO E COMUNICACAO,Privada,Privada,Ativa,2919207,BA
1645,FACULDADE DE TECNOLOGIA E CIENCIAS DE JEQUIE,Privada,Privada,Ativa,2918001,BA
1646,FACULDADE DE EDUCACAO CIENCIAS E LETRAS DE PARAISO,Privada,Privada,Ativa,1716109,TO
1647,FACULDADE DE ENSINO E CULTURA DO CEARA,Privada,Privada,Ativa,2304400,CE
1648,FACULDADE COMPACTO DE COMUNICACAO SOCIAL,Privada,Privada,Ativa,5300108,DF
1649,FACULDADE DE COMUNICACAO DA SERRA,Privada,Privada,Ativa,3205002,ES
1650,FACULDADE J. SIMOES ENSINO SUPERIOR,Privada,Privada,Ativa,3202405,ES
1651,FACULDADE DE EDUCACAO,Privada,Privada,Ativa,3205309,ES
1652,FACULDADE DE VITORIA,Privada,Privada,Inativa,3205309,ES
1653,FACULDADE DE CIENCIA E EDUCACAO DO CAPARAO,Privada,Privada,Ativa,3202306,ES
1654,INSTITUTO DE ENSINO SUPERIOR DE NOVA VENECIA,Privada,Privada,Ativa,3203908,ES
1655,FACULDADE CENECISTA DE SETE LAGOAS,Privada,Privada,Ativa,3167202,MG
1656,INSTITUTO DE ENSINO SUPERIOR DE TERESINA,Privada,Privada,Ativa,2211001,PI
1657,FACULDADE EDUCACIONAL DE DOIS VIZINHOS,Privada,Privada,Ativa,4107207,PR
1658,FACULDADE INTEGRADA DA GRANDE FORTALEZA,Privada,Privada,Ativa,2304400,CE
1659,FACULDADE ESTACIO DE SA DE OURINHOS,Privada,Privada,Ativa,3534708,SP
1660,FACULDADE DE CIENCIAS SOCIAIS E TECNOLOGICAS FACITEC,Privada,Privada,Ativa,5300108,DF
1661,FACULDADE PROJECAO DE SOBRADINHO,Privada,Privada,Ativa,5300108,DF
1662,FACULDADE COMUNITARIA DE ADMINISTRACAO E EDUCACAO DE VITORIA,Privada,Privada,Ativa,3205309,ES
1663,FACULDADE ARAGUAIA,Privada,Privada,Ativa,5208707,GO
1664,FACULDADE DA SAUDE E ECOLOGIA HUMANA,Privada,Privada,Ativa,3171204,MG
1665,FACULDADE KENNEDY,Privada,Privada,Ativa,3136207,MG
1666,FACULDADE NOVOS HORIZONTES,Privada,Privada,Ativa,3106200,MG
1667,FACULDADE INTERNACIONAL DE CIENCIAS EMPRESARIAIS,Privada,Privada,Ativa,3106200,MG
1668,FACULDADE DE NEGOCIOS DE BELO HORIZONTE,Privada,Privada,Ativa,3106200,MG
1669,INSTITUTO METROPOLITANO DE ENSINO SUPERIOR,Privada,Privada,Ativa,3131307,MG
1670,FACULDADE ASA DE BRUMADINHO,Privada,Privada,Ativa,3109006,MG
1671,FACULDADE DE ENSINO UNIFICADO DE BELO HORIZONTE,Privada,Privada,Ativa,3106200,MG
1672,INSTITUTO ESPERANCA DE ENSINO SUPERIOR,Privada,Privada,Ativa,1506807,PA
1673,FACULDADE DE AGRONOMIA DE POMBAL,Privada,Privada,Ativa,2512101,PB
1674,INSTITUTO SALESIANO DE FILOSOFIA,Privada,Privada,Ativa,2611606,PE
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,Privada,Privada,Ativa,2607901,PE
1676,FACULDADE SAO MIGUEL,Privada,Privada,Ativa,2611606,PE
1677,FACULDADE DE ENSINO SUPERIOR DO PIAUI,Privada,Privada,Ativa,2211001,PI
1678,FACULDADE DE CIENCIAS DE WENCESLAU BRAZ,Privada,Privada,Ativa,4128500,PR
1679,FACULDADE DE CAMPINA GRANDE DO SUL,Privada,Privada,Ativa,4104006,PR
1680,FACULDADE DE CIENCIAS E TECNOLOGIA MATER CHRISTI,Privada,Privada,Ativa,2408003,RN
1681,FACULDADE DE CIENCIAS SOCIAIS APLICADAS IBMEC,Privada,Privada,Ativa,3304557,RJ
1682,FACULDADE SALESIANA MARIA AUXILIADORA,Privada,Privada,Ativa,3302403,RJ
1683,FACULDADE PIAUIENSE,Privada,Privada,Ativa,2211001,PI
1684,FACULDADE DE RORAIMA,Privada,Privada,Ativa,1400100,RR
1685,FACULDADE BARDDAL DE CIENCIAS CONTABEIS,Privada,Privada,Ativa,4205407,SC
1686,FACULDADE BARDDAL DE ARTES APLICADAS,Privada,Privada,Ativa,4205407,SC
1687,FACULDADE IDEPE,Privada,Privada,Ativa,3518800,SP
1688,FACULDADE SENAC DE EDUCACAO EM SAUDE,Privada,Privada,Ativa,3550308,SP
1689,FACULDADE SANTA IZILDINHA,Privada,Privada,Ativa,3550308,SP
1690,FACULDADE DE SAO VICENTE,Privada,Privada,Ativa,3551009,SP
1691,FACULDADE PRAXIS,Privada,Privada,Ativa,3550308,SP
1692,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCACAO DE PORTO FERREIRA,Privada,Privada,Ativa,3540705,SP
1693,FACULDADE ITANHAEM,Privada,Privada,Ativa,3522109,SP
1694,ESCOLA SUPERIOR DE CRICIUMA ESUCRI,Privada,Privada,Ativa,4204608,SC
1695,FACULDADE DE EDUCACAO DE BOM DESPACHO,Privada,Privada,Ativa,3107406,MG
1696,FACULDADE CENTRAL DE CRISTALINA,Privada,Privada,Ativa,5206206,GO
1697,FACULDADE ESCRITOR OSMAN DA COSTA LINS,Privada,Privada,Ativa,2616407,PE
1698,FACULDADE DE CIENCIAS SOCIAIS APLICADAS DO CESCARELI,Privada,Privada,Ativa,4109401,PR
1699,FACULDADE DE EDUCACAO DE JARU,Privada,Privada,Ativa,1100114,RO
1700,FACULDADE PROMOVE DE SETE LAGOAS,Privada,Privada,Ativa,3167202,MG
1701,FACULDADE MACHADO DE ASSIS,Privada,Privada,Ativa,3304557,RJ
1702,ESTACIO ATUAL FACULDADE ESTACIO DA AMAZONIA,Privada,Privada,Ativa,1400100,RR
1703,INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE,Privada,Privada,Ativa,5218805,GO
1704,FACULDADE DE ADMINISTRACAO DO ALTO VALE DO RIO TUBARAO,Privada,Privada,Ativa,4211702,SC
1705,FACULDADE DE EDUCACAO DO ALTO VALE DO RIO TUBARAO,Privada,Privada,Ativa,4211702,SC
1706,FACULDADE DE INFORMATICA DO RECIFE,Privada,Privada,Ativa,2609600,PE
1707,FACULDADE DE CIENCIAS CONTABEIS DE RECIFE,Privada,Privada,Ativa,2609600,PE
1708,INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR,Privada,Privada,Ativa,2611606,PE
1709,FACULDADE INTEGRADA DE PERNAMBUCO,Privada,Privada,Ativa,2611606,PE
1710,FACULDADE DE NEGOCIOS E TECNOLOGIAS DA INFORMACAO,Privada,Privada,Ativa,5300108,DF
1711,FACULDADE DE PRESIDENTE PRUDENTE,Privada,Privada,Ativa,3541406,SP
1712,FACULDADE DE CIENCIAS E TECNOLOGIA DE TERESINA,Privada,Privada,Ativa,2211001,PI
1713,FACULDADE DE TECNOLOGIA DE SAO VICENTE,Privada,Privada,Ativa,3551009,SP
1714,ESCOLA SUPERIOR DE GESTAO COMERCIAL E MARKETING,Privada,Privada,Ativa,4106902,PR
1715,FACULDADE DO SUL DA BAHIA,Privada,Privada,Ativa,2931350,BA
1716,FACULDADE UNIAO DAS AMERICAS,Privada,Privada,Ativa,4108304,PR
1717,FACULDADE DE IMPERATRIZ,Privada,Privada,Ativa,2105302,MA
1718,FACULDADE NOBRE DE FEIRA DE SANTANA,Privada,Privada,Ativa,2910800,BA
1719,FACULDADE DE ADMINISTRACAO DE CAMPOS GERAIS,Privada,Privada,Ativa,4119905,PR
1720,FACULDADE MINAS GERAIS,Privada,Privada,Ativa,3106200,MG
1721,FACULDADE DE VICOSA,Privada,Privada,Ativa,3171303,MG
1722,FACULDADE DE PORTO VELHO,Privada,Privada,Ativa,1100205,RO
1723,ESCOLA SUPERIOR DE ADMINISTRACAO E GESTAO,Privada,Privada,Ativa,3547809,SP
1724,FACULDADE DE GUARARAPES,Privada,Privada,Ativa,3518206,SP
1725,FACULDADE XV DE AGOSTO,Privada,Privada,Ativa,3552106,SP
1726,FACULDADE SANTA AMELIA,Privada,Privada,Ativa,4119905,PR
1727,FACULDADE DE CARIACICA,Privada,Privada,Ativa,3201308,ES
1728,FACULDADE INTERAMERICANA DE PORTO VELHO,Privada,Privada,Ativa,1100205,RO
1729,FACULDADE DE ODONTOLOGIA DOS CAMPOS GERAIS,Privada,Privada,Ativa,4119905,PR
1730,FACULDADE NORTE CAPIXABA,Privada,Privada,Ativa,3203205,ES
1731,FACULDADE DE CIENCIAS SOCIAIS APLICADAS,Privada,Privada,Ativa,5107040,MT
1732,FACULDADE GENNARI E PEARTREE,Privada,Privada,Ativa,3536703,SP
1733,FACULDADE DE ENSINO SUPERIOR DE MARECHAL CANDIDO RONDON,Privada,Privada,Ativa,4114609,PR
1734,FACULDADE INTEGRAL DIFERENCIAL,Privada,Privada,Ativa,2211001,PI
1735,FACULDADE DE CIENCIAS APLICADAS DOUTOR LEAO SAMPAIO,Privada,Privada,Ativa,2307304,CE
1736,CENTRO UNIVERSITARIO LA SALLE DO RIO DE JANEIRO,Privada,Privada,Ativa,3303302,RJ
1737,FACULDADE DE INFORMATICA DE TAQUARA,Privada,Privada,Ativa,4321204,RS
1738,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO,Privada,Privada,Ativa,1100205,RO
1739,IMP DE ENSINO SUPERIOR IMP,Privada,Privada,Ativa,5300108,DF
1740,FACULDADE DE TECNOLOGIA RADIAL,Privada,Privada,Ativa,3550308,SP
1741,FACULDADE DE TECNOLOGIA INTERAMERICA,Privada,Privada,Ativa,3550308,SP
1742,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE,Privada,Privada,Ativa,3550308,SP
1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ,Privada,Privada,Ativa,3550308,SP
1744,FACULDADE DE TECNOLOGIA OPET,Privada,Privada,Ativa,4106902,PR
1745,FACULDADE DE TECNOLOGIA ALVARES DE AZEVEDO,Privada,Privada,Ativa,3550308,SP
1746,FACULDADE DE TECNOLOGIA DAS AMERICAS,Privada,Privada,Ativa,3550308,SP
1747,FACULDADE DE TECNOLOGIA FLAMINGO,Privada,Privada,Ativa,3550308,SP
1748,FACULDADE DE TECNOLOGIA MARIO DE ANDRADE,Privada,Privada,Ativa,3550308,SP
1749,FACULDADE LUSOBRASILEIRA,Privada,Privada,Ativa,2604007,PE
1750,UNIDADE DE ENSINO SUPERIOR EXPOENTE,Privada,Privada,Ativa,4106902,PR
1751,FACULDADE DE DESIGN GRAFICO,Privada,Privada,Ativa,1302603,AM
1752,FACULDADE AUTONOMA DE DIREITO,Privada,Privada,Ativa,3550308,SP
1753,FACULDADE DE ENFERMAGEM NOVA ESPERANCA,Privada,Privada,Ativa,2507507,PB
1754,INSTITUTO SUPERIOR DE EDUCACAO DE BRASILIA,Privada,Privada,Ativa,5300108,DF
1755,FACULDADE EQUIPE,Privada,Privada,Inativa,2304400,CE
1756,FACULDADE ASSOCIADA BRASIL,Privada,Privada,Ativa,3550308,SP
1757,"ESCOLA SUPERIOR DE ADMINISTRACAO, MARKETING E COMUNICACAO DE GOIANIA",Privada,Privada,Ativa,5208707,GO
1758,FACULDADE INDEPENDENTE DO NORDESTE,Privada,Privada,Ativa,2933307,BA
1759,FACULDADE PADRE JOAO BAGOZZI,Privada,Privada,Ativa,4106902,PR
1760,FACULDADE DE PEDAGOGIA DE VITORIA DE SANTO ANTAO,Privada,Privada,Ativa,2616407,PE
1761,FACULDADE BRASILEIRA DE GESTAO E NEGOCIOS,Privada,Privada,Inativa,3550308,SP
1762,FACULDADE DE TECNOLOGIA E NEGOCIOS CARLOS DRUMMOND DE ANDRADE,Privada,Privada,Ativa,3550308,SP
1763,FACULDADE DE TECNOLOGIA SENAI CHAPECO,Privada,Privada,Ativa,4204202,SC
1764,FACULDADE DE EDUCACAO REGIONAL SERRANA,Privada,Privada,Ativa,3201704,ES
1765,FACULDADE DE JOSE BONIFACIO,Privada,Privada,Ativa,3525706,SP
1766,FACULDADE ESPIRITO SANTENSE,Privada,Privada,Ativa,3201308,ES
1767,FACULDADE DE CIENCIAS SOCIAIS APLICADAS,Privada,Privada,Ativa,5107958,MT
1768,FACULDADE REGIONAL SERRANA,Privada,Privada,Ativa,3205069,ES
1769,FACULDADE DE TURISMO DE CARATINGA,Privada,Privada,Inativa,3113404,MG
1770,FACULDADE DE CIENCIAS EXATAS E TECNOLOGICAS DA INSTITUICAO DE ENSINO SUPERIOR DE GOIAS,Privada,Privada,Ativa,5208004,GO
1771,FACULDADE SANTA MARIA,Privada,Privada,Ativa,2611606,PE
1772,FACULDADE NORDESTE,Privada,Privada,Ativa,2304400,CE
1773,FACULDADE DE ITAPIRANGA,Privada,Privada,Ativa,4208401,SC
1774,FACULDADE EDUCACIONAL DE PONTA GROSSA,Privada,Privada,Ativa,4119905,PR
1775,FACULDADE DO VALE DO IPOJUCA,Privada,Privada,Ativa,2604106,PE
